"all_riders" "rider_class" "stage" "points" "stage_class"
"Emanuel Buchmann" "Unclassed" "X14" 0 "mount"
"Emanuel Buchmann" "Unclassed" "X15" 0 "hills"
"Emanuel Buchmann" "Unclassed" "X16" 0 "mount"
"Emanuel Buchmann" "Unclassed" "X17" 0 "flat"
"Emanuel Buchmann" "Unclassed" "X18" 1 "mount"
"Emanuel Buchmann" "Unclassed" "X19" 0 "mount"
"Emanuel Buchmann" "Unclassed" "X20" 0 "hills"
"Emanuel Buchmann" "Unclassed" "X21" 0 "flat"
"Bryan Coquard" "Sprinter" "X1" 16 "flat"
"Bryan Coquard" "Sprinter" "X2" 1 "hills"
"Bryan Coquard" "Sprinter" "X3" 0 "flat"
"Bryan Coquard" "Sprinter" "X4" 0 "hills"
"Bryan Coquard" "Sprinter" "X6" 0 "hills"
"Bryan Coquard" "Sprinter" "X7" 0 "hills"
"Bryan Coquard" "Sprinter" "X8" 100 "flat"
"Bryan Coquard" "Sprinter" "X9" 3 "flat"
"Bryan Coquard" "Sprinter" "X10" 0 "hills"
"Bryan Coquard" "Sprinter" "X11" 0 "hills"
"Bryan Coquard" "Sprinter" "X12" 0 "mount"
"Bryan Coquard" "Sprinter" "X14" 0 "mount"
"Bryan Coquard" "Sprinter" "X15" 0 "hills"
"Bryan Coquard" "Sprinter" "X16" 0 "mount"
"Bryan Coquard" "Sprinter" "X17" 0 "flat"
"Bryan Coquard" "Sprinter" "X18" 0 "mount"
"Bryan Coquard" "Sprinter" "X19" 0 "mount"
"Bryan Coquard" "Sprinter" "X20" 0 "hills"
"Bryan Coquard" "Sprinter" "X21" 0 "flat"
"Ion Izagirre" "Unclassed" "X1" 0 "flat"
"Ion Izagirre" "Unclassed" "X2" 0 "hills"
"Ion Izagirre" "Unclassed" "X3" 0 "flat"
"Ion Izagirre" "Unclassed" "X4" 0 "hills"
"Ion Izagirre" "Unclassed" "X6" 0 "hills"
"Ion Izagirre" "Unclassed" "X7" 0 "hills"
"Ion Izagirre" "Unclassed" "X8" 0 "flat"
"Ion Izagirre" "Unclassed" "X9" 0 "flat"
"Ion Izagirre" "Unclassed" "X10" 0 "hills"
"Ion Izagirre" "Unclassed" "X11" 0 "hills"
"Ion Izagirre" "Unclassed" "X12" 0 "mount"
"Ion Izagirre" "Unclassed" "X14" 0 "mount"
"Ion Izagirre" "Unclassed" "X15" 0 "hills"
"Ion Izagirre" "Unclassed" "X16" 0 "mount"
"Ion Izagirre" "Unclassed" "X17" 0 "flat"
"Ion Izagirre" "Unclassed" "X18" 0 "mount"
"Ion Izagirre" "Unclassed" "X19" 0 "mount"
"Ion Izagirre" "Unclassed" "X20" 0 "hills"
"Ion Izagirre" "Unclassed" "X21" 0 "flat"
"Alexis Renard" "Sprinter" "X1" 0 "flat"
"Alexis Renard" "Sprinter" "X2" 0 "hills"
"Alexis Renard" "Sprinter" "X3" 0 "flat"
"Alexis Renard" "Sprinter" "X4" 0 "hills"
"Alexis Renard" "Sprinter" "X6" 0 "hills"
"Alexis Renard" "Sprinter" "X7" 0 "hills"
"Alexis Renard" "Sprinter" "X8" 0 "flat"
"Alexis Renard" "Sprinter" "X9" 50 "flat"
"Alexis Renard" "Sprinter" "X10" 0 "hills"
"Alexis Renard" "Sprinter" "X11" 0 "hills"
"Alexis Renard" "Sprinter" "X12" 0 "mount"
"Alexis Renard" "Sprinter" "X14" 0 "mount"
"Alexis Renard" "Sprinter" "X15" 0 "hills"
"Alexis Renard" "Sprinter" "X16" 0 "mount"
"Alexis Renard" "Sprinter" "X17" 20 "flat"
"Alexis Renard" "Sprinter" "X18" 0 "mount"
"Alexis Renard" "Sprinter" "X19" 0 "mount"
"Alexis Renard" "Sprinter" "X20" 0 "hills"
"Alexis Renard" "Sprinter" "X21" 0 "flat"
"Dylan Teuns" "Unclassed" "X1" 0 "flat"
"Dylan Teuns" "Unclassed" "X2" 0 "hills"
"Dylan Teuns" "Unclassed" "X3" 0 "flat"
"Dylan Teuns" "Unclassed" "X4" 0 "hills"
"Dylan Teuns" "Unclassed" "X6" 0 "hills"
"Dylan Teuns" "Unclassed" "X7" 0 "hills"
"Dylan Teuns" "Unclassed" "X8" 0 "flat"
"Dylan Teuns" "Unclassed" "X9" 0 "flat"
"Dylan Teuns" "Unclassed" "X10" 0 "hills"
"Dylan Teuns" "Unclassed" "X11" 0 "hills"
"Dylan Teuns" "Unclassed" "X12" 0 "mount"
"Dylan Teuns" "Unclassed" "X14" 0 "mount"
"Dylan Teuns" "Unclassed" "X15" 0 "hills"
"Dylan Teuns" "Unclassed" "X16" 0 "mount"
"Dylan Teuns" "Unclassed" "X17" 0 "flat"
"Dylan Teuns" "Unclassed" "X18" 0 "mount"
"Dylan Teuns" "Unclassed" "X19" 0 "mount"
"Dylan Teuns" "Unclassed" "X20" 0 "hills"
"Dylan Teuns" "Unclassed" "X21" 60 "flat"
"Benjamin Thomas" "Unclassed" "X1" 32 "flat"
"Benjamin Thomas" "Unclassed" "X2" 6 "hills"
"Benjamin Thomas" "Unclassed" "X3" 6 "flat"
"Benjamin Thomas" "Unclassed" "X4" 2 "hills"
"Benjamin Thomas" "Unclassed" "X6" 0 "hills"
"Benjamin Thomas" "Unclassed" "X7" 0 "hills"
"Benjamin Thomas" "Unclassed" "X8" 0 "flat"
"Benjamin Thomas" "Unclassed" "X9" 0 "flat"
"Benjamin Thomas" "Unclassed" "X10" 0 "hills"
"Benjamin Thomas" "Unclassed" "X11" 0 "hills"
"Benjamin Thomas" "Unclassed" "X12" 0 "mount"
"Benjamin Thomas" "Unclassed" "X14" 0 "mount"
"Benjamin Thomas" "Unclassed" "X15" 0 "hills"
"Benjamin Thomas" "Unclassed" "X16" 0 "mount"
"Benjamin Thomas" "Unclassed" "X17" 0 "flat"
"Benjamin Thomas" "Unclassed" "X18" 0 "mount"
"Benjamin Thomas" "Unclassed" "X19" 0 "mount"
"Benjamin Thomas" "Unclassed" "X20" 0 "hills"
"Benjamin Thomas" "Unclassed" "X21" 0 "flat"
"Bruno Armirail" "Unclassed" "X1" 0 "flat"
"Bruno Armirail" "Unclassed" "X2" 28 "hills"
"Bruno Armirail" "Unclassed" "X3" 0 "flat"
"Bruno Armirail" "Unclassed" "X4" 0 "hills"
"Bruno Armirail" "Unclassed" "X6" 0 "hills"
"Bruno Armirail" "Unclassed" "X7" 0 "hills"
"Bruno Armirail" "Unclassed" "X8" 0 "flat"
"Bruno Armirail" "Unclassed" "X9" 0 "flat"
"Bruno Armirail" "Unclassed" "X10" 18 "hills"
"Bruno Armirail" "Unclassed" "X11" 0 "hills"
"Bruno Armirail" "Unclassed" "X12" 23 "mount"
"Bruno Armirail" "Unclassed" "X14" 2 "mount"
"Bruno Armirail" "Unclassed" "X15" 0 "hills"
"Bruno Armirail" "Unclassed" "X16" 0 "mount"
"Bruno Armirail" "Unclassed" "X17" 0 "flat"
"Bruno Armirail" "Unclassed" "X18" 10 "mount"
"Bruno Armirail" "Unclassed" "X19" 4 "mount"
"Bruno Armirail" "Unclassed" "X20" 0 "hills"
"Bruno Armirail" "Unclassed" "X21" 0 "flat"
"Clément Berthet" "Unclassed" "X1" 0 "flat"
"Clément Berthet" "Unclassed" "X2" 0 "hills"
"Clément Berthet" "Unclassed" "X3" 0 "flat"
"Clément Berthet" "Unclassed" "X4" 0 "hills"
"Clément Berthet" "Unclassed" "X6" 0 "hills"
"Clément Berthet" "Unclassed" "X7" 0 "hills"
"Clément Berthet" "Unclassed" "X8" 0 "flat"
"Clément Berthet" "Unclassed" "X9" 0 "flat"
"Clément Berthet" "Unclassed" "X10" 2 "hills"
"Clément Berthet" "Unclassed" "X11" 0 "hills"
"Clément Berthet" "Unclassed" "X12" 0 "mount"
"Clément Berthet" "Unclassed" "X14" 2 "mount"
"Clément Berthet" "Unclassed" "X15" 0 "hills"
"Clément Berthet" "Unclassed" "X16" 0 "mount"
"Clément Berthet" "Unclassed" "X17" 0 "flat"
"Clément Berthet" "Unclassed" "X18" 0 "mount"
"Clément Berthet" "Unclassed" "X19" 12 "mount"
"Clément Berthet" "Unclassed" "X20" 0 "hills"
"Clément Berthet" "Unclassed" "X21" 0 "flat"
"Stefan Bissegger" "Unclassed" "X1" 0 "flat"
"Stefan Bissegger" "Unclassed" "X2" 0 "hills"
"Stefan Bissegger" "Unclassed" "X3" 0 "flat"
"Stefan Bissegger" "Unclassed" "X4" 0 "hills"
"Stefan Bissegger" "Unclassed" "X6" 0 "hills"
"Stefan Bissegger" "Unclassed" "X7" 0 "hills"
"Stefan Bissegger" "Unclassed" "X8" 0 "flat"
"Stefan Bissegger" "Unclassed" "X9" 0 "flat"
"Stefan Bissegger" "Unclassed" "X10" 0 "hills"
"Stefan Bissegger" "Unclassed" "X11" 0 "hills"
"Stefan Bissegger" "Unclassed" "X12" 0 "mount"
"Stefan Bissegger" "Unclassed" "X14" 0 "mount"
"Stefan Bissegger" "Unclassed" "X15" 0 "hills"
"Stefan Bissegger" "Unclassed" "X16" 0 "mount"
"Stefan Bissegger" "Unclassed" "X17" 0 "flat"
"Stefan Bissegger" "Unclassed" "X18" 0 "mount"
"Stefan Bissegger" "Unclassed" "X19" 0 "mount"
"Stefan Bissegger" "Unclassed" "X20" 0 "hills"
"Stefan Bissegger" "Unclassed" "X21" 0 "flat"
"Aurélien Paret-Peintre" "Climber" "X1" 0 "flat"
"Aurélien Paret-Peintre" "Climber" "X2" 104 "hills"
"Aurélien Paret-Peintre" "Climber" "X3" 10 "flat"
"Aurélien Paret-Peintre" "Climber" "X4" 49 "hills"
"Aurélien Paret-Peintre" "Climber" "X6" 5 "hills"
"Aurélien Paret-Peintre" "Climber" "X7" 4 "hills"
"Aurélien Paret-Peintre" "Climber" "X8" 4 "flat"
"Aurélien Paret-Peintre" "Climber" "X9" 4 "flat"
"Aurélien Paret-Peintre" "Climber" "X10" 2 "hills"
"Aurélien Paret-Peintre" "Climber" "X11" 0 "hills"
"Aurélien Paret-Peintre" "Climber" "X12" 4 "mount"
"Aurélien Paret-Peintre" "Climber" "X14" 2 "mount"
"Aurélien Paret-Peintre" "Climber" "X15" 0 "hills"
"Aurélien Paret-Peintre" "Climber" "X16" 0 "mount"
"Aurélien Paret-Peintre" "Climber" "X17" 0 "flat"
"Aurélien Paret-Peintre" "Climber" "X18" 0 "mount"
"Aurélien Paret-Peintre" "Climber" "X19" 35 "mount"
"Aurélien Paret-Peintre" "Climber" "X20" 0 "hills"
"Aurélien Paret-Peintre" "Climber" "X21" 0 "flat"
"Bastien Tronchon" "Unclassed" "X1" 0 "flat"
"Bastien Tronchon" "Unclassed" "X2" 0 "hills"
"Bastien Tronchon" "Unclassed" "X3" 40 "flat"
"Bastien Tronchon" "Unclassed" "X4" 0 "hills"
"Bastien Tronchon" "Unclassed" "X6" 1 "hills"
"Bastien Tronchon" "Unclassed" "X7" 0 "hills"
"Bastien Tronchon" "Unclassed" "X8" 30 "flat"
"Bastien Tronchon" "Unclassed" "X9" 16 "flat"
"Bastien Tronchon" "Unclassed" "X10" 2 "hills"
"Bastien Tronchon" "Unclassed" "X11" 0 "hills"
"Bastien Tronchon" "Unclassed" "X12" 0 "mount"
"Bastien Tronchon" "Unclassed" "X14" 2 "mount"
"Bastien Tronchon" "Unclassed" "X15" 0 "hills"
"Bastien Tronchon" "Unclassed" "X16" 0 "mount"
"Bastien Tronchon" "Unclassed" "X17" 0 "flat"
"Bastien Tronchon" "Unclassed" "X18" 0 "mount"
"Bastien Tronchon" "Unclassed" "X19" 0 "mount"
"Bastien Tronchon" "Unclassed" "X20" 0 "hills"
"Bastien Tronchon" "Unclassed" "X21" 0 "flat"
"Vincenzo Albanese" "Sprinter" "X1" 0 "flat"
"Vincenzo Albanese" "Sprinter" "X2" 0 "hills"
"Vincenzo Albanese" "Sprinter" "X3" 0 "flat"
"Vincenzo Albanese" "Sprinter" "X4" 0 "hills"
"Vincenzo Albanese" "Sprinter" "X6" 8 "hills"
"Vincenzo Albanese" "Sprinter" "X7" 0 "hills"
"Vincenzo Albanese" "Sprinter" "X8" 70 "flat"
"Vincenzo Albanese" "Sprinter" "X9" 0 "flat"
"Vincenzo Albanese" "Sprinter" "X10" 10 "hills"
"Vincenzo Albanese" "Sprinter" "X11" 8 "hills"
"Vincenzo Albanese" "Sprinter" "X12" 0 "mount"
"Vincenzo Albanese" "Sprinter" "X14" 0 "mount"
"Vincenzo Albanese" "Sprinter" "X15" 0 "hills"
"Vincenzo Albanese" "Sprinter" "X16" 4 "mount"
"Vincenzo Albanese" "Sprinter" "X17" 32 "flat"
"Vincenzo Albanese" "Sprinter" "X18" 0 "mount"
"Vincenzo Albanese" "Sprinter" "X19" 0 "mount"
"Vincenzo Albanese" "Sprinter" "X20" 0 "hills"
"Vincenzo Albanese" "Sprinter" "X21" 0 "flat"
"Kasper Asgreen" "Unclassed" "X1" 0 "flat"
"Kasper Asgreen" "Unclassed" "X2" 0 "hills"
"Kasper Asgreen" "Unclassed" "X3" 8 "flat"
"Kasper Asgreen" "Unclassed" "X4" 36 "hills"
"Kasper Asgreen" "Unclassed" "X6" 8 "hills"
"Kasper Asgreen" "Unclassed" "X7" 0 "hills"
"Kasper Asgreen" "Unclassed" "X8" 0 "flat"
"Kasper Asgreen" "Unclassed" "X9" 0 "flat"
"Kasper Asgreen" "Unclassed" "X10" 10 "hills"
"Kasper Asgreen" "Unclassed" "X11" 8 "hills"
"Kasper Asgreen" "Unclassed" "X12" 0 "mount"
"Kasper Asgreen" "Unclassed" "X14" 0 "mount"
"Kasper Asgreen" "Unclassed" "X15" 0 "hills"
"Kasper Asgreen" "Unclassed" "X16" 4 "mount"
"Kasper Asgreen" "Unclassed" "X17" 0 "flat"
"Kasper Asgreen" "Unclassed" "X18" 0 "mount"
"Kasper Asgreen" "Unclassed" "X19" 0 "mount"
"Kasper Asgreen" "Unclassed" "X20" 0 "hills"
"Kasper Asgreen" "Unclassed" "X21" 0 "flat"
"Alex Baudin" "Unclassed" "X1" 0 "flat"
"Alex Baudin" "Unclassed" "X2" 0 "hills"
"Alex Baudin" "Unclassed" "X3" 0 "flat"
"Alex Baudin" "Unclassed" "X4" 35 "hills"
"Alex Baudin" "Unclassed" "X6" 8 "hills"
"Alex Baudin" "Unclassed" "X7" 32 "hills"
"Alex Baudin" "Unclassed" "X8" 0 "flat"
"Alex Baudin" "Unclassed" "X9" 0 "flat"
"Alex Baudin" "Unclassed" "X10" 31 "hills"
"Alex Baudin" "Unclassed" "X11" 8 "hills"
"Alex Baudin" "Unclassed" "X12" 0 "mount"
"Alex Baudin" "Unclassed" "X14" 0 "mount"
"Alex Baudin" "Unclassed" "X15" 0 "hills"
"Alex Baudin" "Unclassed" "X16" 4 "mount"
"Alex Baudin" "Unclassed" "X17" 0 "flat"
"Alex Baudin" "Unclassed" "X18" 0 "mount"
"Alex Baudin" "Unclassed" "X19" 0 "mount"
"Alex Baudin" "Unclassed" "X20" 0 "hills"
"Alex Baudin" "Unclassed" "X21" 0 "flat"
"Ben Healy" "Climber" "X1" 0 "flat"
"Ben Healy" "Climber" "X2" 0 "hills"
"Ben Healy" "Climber" "X3" 0 "flat"
"Ben Healy" "Climber" "X4" 0 "hills"
"Ben Healy" "Climber" "X6" 264 "hills"
"Ben Healy" "Climber" "X7" 16 "hills"
"Ben Healy" "Climber" "X8" 16 "flat"
"Ben Healy" "Climber" "X9" 16 "flat"
"Ben Healy" "Climber" "X10" 218 "hills"
"Ben Healy" "Climber" "X11" 38 "hills"
"Ben Healy" "Climber" "X12" 12 "mount"
"Ben Healy" "Climber" "X14" 111 "mount"
"Ben Healy" "Climber" "X15" 11 "hills"
"Ben Healy" "Climber" "X16" 217 "mount"
"Ben Healy" "Climber" "X17" 12 "flat"
"Ben Healy" "Climber" "X18" 28 "mount"
"Ben Healy" "Climber" "X19" 94 "mount"
"Ben Healy" "Climber" "X20" 12 "hills"
"Ben Healy" "Climber" "X21" 12 "flat"
"Neilson Powless" "Unclassed" "X1" 0 "flat"
"Neilson Powless" "Unclassed" "X2" 18 "hills"
"Neilson Powless" "Unclassed" "X3" 9 "flat"
"Neilson Powless" "Unclassed" "X4" 0 "hills"
"Neilson Powless" "Unclassed" "X6" 8 "hills"
"Neilson Powless" "Unclassed" "X7" 0 "hills"
"Neilson Powless" "Unclassed" "X8" 1 "flat"
"Neilson Powless" "Unclassed" "X9" 0 "flat"
"Neilson Powless" "Unclassed" "X10" 10 "hills"
"Neilson Powless" "Unclassed" "X11" 8 "hills"
"Neilson Powless" "Unclassed" "X12" 0 "mount"
"Neilson Powless" "Unclassed" "X14" 0 "mount"
"Neilson Powless" "Unclassed" "X15" 40 "hills"
"Neilson Powless" "Unclassed" "X16" 4 "mount"
"Neilson Powless" "Unclassed" "X17" 0 "flat"
"Neilson Powless" "Unclassed" "X18" 0 "mount"
"Neilson Powless" "Unclassed" "X19" 0 "mount"
"Neilson Powless" "Unclassed" "X20" 0 "hills"
"Neilson Powless" "Unclassed" "X21" 25 "flat"
"Michael Valgren" "Unclassed" "X1" 0 "flat"
"Michael Valgren" "Unclassed" "X2" 0 "hills"
"Michael Valgren" "Unclassed" "X3" 0 "flat"
"Michael Valgren" "Unclassed" "X4" 0 "hills"
"Michael Valgren" "Unclassed" "X6" 8 "hills"
"Michael Valgren" "Unclassed" "X7" 0 "hills"
"Michael Valgren" "Unclassed" "X8" 0 "flat"
"Michael Valgren" "Unclassed" "X9" 0 "flat"
"Michael Valgren" "Unclassed" "X10" 10 "hills"
"Michael Valgren" "Unclassed" "X11" 8 "hills"
"Michael Valgren" "Unclassed" "X12" 0 "mount"
"Michael Valgren" "Unclassed" "X14" 0 "mount"
"Michael Valgren" "Unclassed" "X15" 70 "hills"
"Michael Valgren" "Unclassed" "X16" 4 "mount"
"Michael Valgren" "Unclassed" "X17" 0 "flat"
"Michael Valgren" "Unclassed" "X18" 0 "mount"
"Michael Valgren" "Unclassed" "X19" 0 "mount"
"Michael Valgren" "Unclassed" "X20" 0 "hills"
"Michael Valgren" "Unclassed" "X21" 0 "flat"
"Marijn Van Den Berg" "Sprinter" "X1" 0 "flat"
"Marijn Van Den Berg" "Sprinter" "X2" 0 "hills"
"Marijn Van Den Berg" "Sprinter" "X3" 0 "flat"
"Marijn Van Den Berg" "Sprinter" "X4" 0 "hills"
"Marijn Van Den Berg" "Sprinter" "X6" 8 "hills"
"Marijn Van Den Berg" "Sprinter" "X7" 0 "hills"
"Marijn Van Den Berg" "Sprinter" "X8" 0 "flat"
"Marijn Van Den Berg" "Sprinter" "X9" 0 "flat"
"Marijn Van Den Berg" "Sprinter" "X10" 0 "hills"
"Marijn Van Den Berg" "Sprinter" "X11" 0 "hills"
"Marijn Van Den Berg" "Sprinter" "X12" 0 "mount"
"Marijn Van Den Berg" "Sprinter" "X14" 0 "mount"
"Marijn Van Den Berg" "Sprinter" "X15" 0 "hills"
"Marijn Van Den Berg" "Sprinter" "X16" 0 "mount"
"Marijn Van Den Berg" "Sprinter" "X17" 0 "flat"
"Marijn Van Den Berg" "Sprinter" "X18" 0 "mount"
"Marijn Van Den Berg" "Sprinter" "X19" 0 "mount"
"Marijn Van Den Berg" "Sprinter" "X20" 0 "hills"
"Marijn Van Den Berg" "Sprinter" "X21" 0 "flat"
"Lewis Askey" "Unclassed" "X1" 4 "flat"
"Lewis Askey" "Unclassed" "X2" 8 "hills"
"Lewis Askey" "Unclassed" "X3" 8 "flat"
"Lewis Askey" "Unclassed" "X4" 4 "hills"
"Lewis Askey" "Unclassed" "X6" 2 "hills"
"Lewis Askey" "Unclassed" "X7" 2 "hills"
"Lewis Askey" "Unclassed" "X8" 37 "flat"
"Lewis Askey" "Unclassed" "X9" 2 "flat"
"Lewis Askey" "Unclassed" "X10" 0 "hills"
"Lewis Askey" "Unclassed" "X11" 2 "hills"
"Lewis Askey" "Unclassed" "X12" 0 "mount"
"Lewis Askey" "Unclassed" "X14" 0 "mount"
"Lewis Askey" "Unclassed" "X15" 0 "hills"
"Lewis Askey" "Unclassed" "X16" 0 "mount"
"Lewis Askey" "Unclassed" "X17" 0 "flat"
"Lewis Askey" "Unclassed" "X18" 0 "mount"
"Lewis Askey" "Unclassed" "X19" 0 "mount"
"Lewis Askey" "Unclassed" "X20" 0 "hills"
"Lewis Askey" "Unclassed" "X21" 0 "flat"
"Valentin Madouas" "Unclassed" "X1" 4 "flat"
"Valentin Madouas" "Unclassed" "X2" 8 "hills"
"Valentin Madouas" "Unclassed" "X3" 8 "flat"
"Valentin Madouas" "Unclassed" "X4" 4 "hills"
"Valentin Madouas" "Unclassed" "X6" 2 "hills"
"Valentin Madouas" "Unclassed" "X7" 2 "hills"
"Valentin Madouas" "Unclassed" "X8" 2 "flat"
"Valentin Madouas" "Unclassed" "X9" 2 "flat"
"Valentin Madouas" "Unclassed" "X10" 0 "hills"
"Valentin Madouas" "Unclassed" "X11" 2 "hills"
"Valentin Madouas" "Unclassed" "X12" 0 "mount"
"Valentin Madouas" "Unclassed" "X14" 0 "mount"
"Valentin Madouas" "Unclassed" "X15" 60 "hills"
"Valentin Madouas" "Unclassed" "X16" 0 "mount"
"Valentin Madouas" "Unclassed" "X17" 0 "flat"
"Valentin Madouas" "Unclassed" "X18" 2 "mount"
"Valentin Madouas" "Unclassed" "X19" 0 "mount"
"Valentin Madouas" "Unclassed" "X20" 0 "hills"
"Valentin Madouas" "Unclassed" "X21" 0 "flat"
"Guillaume Martin" "Climber" "X1" 4 "flat"
"Guillaume Martin" "Climber" "X2" 29 "hills"
"Guillaume Martin" "Climber" "X3" 15 "flat"
"Guillaume Martin" "Climber" "X4" 9 "hills"
"Guillaume Martin" "Climber" "X6" 2 "hills"
"Guillaume Martin" "Climber" "X7" 3 "hills"
"Guillaume Martin" "Climber" "X8" 4 "flat"
"Guillaume Martin" "Climber" "X9" 5 "flat"
"Guillaume Martin" "Climber" "X10" 5 "hills"
"Guillaume Martin" "Climber" "X11" 8 "hills"
"Guillaume Martin" "Climber" "X12" 42 "mount"
"Guillaume Martin" "Climber" "X14" 8 "mount"
"Guillaume Martin" "Climber" "X15" 12 "hills"
"Guillaume Martin" "Climber" "X16" 8 "mount"
"Guillaume Martin" "Climber" "X17" 8 "flat"
"Guillaume Martin" "Climber" "X18" 5 "mount"
"Guillaume Martin" "Climber" "X19" 4 "mount"
"Guillaume Martin" "Climber" "X20" 5 "hills"
"Guillaume Martin" "Climber" "X21" 5 "flat"
"Quentin Pacher" "Unclassed" "X1" 4 "flat"
"Quentin Pacher" "Unclassed" "X2" 8 "hills"
"Quentin Pacher" "Unclassed" "X3" 8 "flat"
"Quentin Pacher" "Unclassed" "X4" 4 "hills"
"Quentin Pacher" "Unclassed" "X6" 2 "hills"
"Quentin Pacher" "Unclassed" "X7" 2 "hills"
"Quentin Pacher" "Unclassed" "X8" 2 "flat"
"Quentin Pacher" "Unclassed" "X9" 2 "flat"
"Quentin Pacher" "Unclassed" "X10" 20 "hills"
"Quentin Pacher" "Unclassed" "X11" 22 "hills"
"Quentin Pacher" "Unclassed" "X12" 0 "mount"
"Quentin Pacher" "Unclassed" "X14" 0 "mount"
"Quentin Pacher" "Unclassed" "X15" 0 "hills"
"Quentin Pacher" "Unclassed" "X16" 0 "mount"
"Quentin Pacher" "Unclassed" "X17" 28 "flat"
"Quentin Pacher" "Unclassed" "X18" 0 "mount"
"Quentin Pacher" "Unclassed" "X19" 0 "mount"
"Quentin Pacher" "Unclassed" "X20" 0 "hills"
"Quentin Pacher" "Unclassed" "X21" 0 "flat"
"Paul Penhoët" "Sprinter" "X1" 121 "flat"
"Paul Penhoët" "Sprinter" "X2" 8 "hills"
"Paul Penhoët" "Sprinter" "X3" 24 "flat"
"Paul Penhoët" "Sprinter" "X4" 4 "hills"
"Paul Penhoët" "Sprinter" "X6" 2 "hills"
"Paul Penhoët" "Sprinter" "X7" 2 "hills"
"Paul Penhoët" "Sprinter" "X8" 2 "flat"
"Paul Penhoët" "Sprinter" "X9" 122 "flat"
"Paul Penhoët" "Sprinter" "X10" 0 "hills"
"Paul Penhoët" "Sprinter" "X11" 2 "hills"
"Paul Penhoët" "Sprinter" "X12" 0 "mount"
"Paul Penhoët" "Sprinter" "X14" 0 "mount"
"Paul Penhoët" "Sprinter" "X15" 0 "hills"
"Paul Penhoët" "Sprinter" "X16" 0 "mount"
"Paul Penhoët" "Sprinter" "X17" 95 "flat"
"Paul Penhoët" "Sprinter" "X18" 0 "mount"
"Paul Penhoët" "Sprinter" "X19" 0 "mount"
"Paul Penhoët" "Sprinter" "X20" 0 "hills"
"Paul Penhoët" "Sprinter" "X21" 0 "flat"
"Tobias Foss" "Unclassed" "X1" 0 "flat"
"Tobias Foss" "Unclassed" "X2" 0 "hills"
"Tobias Foss" "Unclassed" "X3" 0 "flat"
"Tobias Foss" "Unclassed" "X4" 0 "hills"
"Tobias Foss" "Unclassed" "X6" 0 "hills"
"Tobias Foss" "Unclassed" "X7" 0 "hills"
"Tobias Foss" "Unclassed" "X8" 0 "flat"
"Tobias Foss" "Unclassed" "X9" 0 "flat"
"Tobias Foss" "Unclassed" "X10" 4 "hills"
"Tobias Foss" "Unclassed" "X11" 0 "hills"
"Tobias Foss" "Unclassed" "X12" 1 "mount"
"Tobias Foss" "Unclassed" "X14" 8 "mount"
"Tobias Foss" "Unclassed" "X15" 0 "hills"
"Tobias Foss" "Unclassed" "X16" 0 "mount"
"Tobias Foss" "Unclassed" "X17" 0 "flat"
"Tobias Foss" "Unclassed" "X18" 0 "mount"
"Tobias Foss" "Unclassed" "X19" 23 "mount"
"Tobias Foss" "Unclassed" "X20" 0 "hills"
"Tobias Foss" "Unclassed" "X21" 0 "flat"
"Axel Laurance" "Unclassed" "X1" 0 "flat"
"Axel Laurance" "Unclassed" "X2" 0 "hills"
"Axel Laurance" "Unclassed" "X3" 0 "flat"
"Axel Laurance" "Unclassed" "X4" 0 "hills"
"Axel Laurance" "Unclassed" "X6" 0 "hills"
"Axel Laurance" "Unclassed" "X7" 70 "hills"
"Axel Laurance" "Unclassed" "X8" 0 "flat"
"Axel Laurance" "Unclassed" "X9" 0 "flat"
"Axel Laurance" "Unclassed" "X10" 4 "hills"
"Axel Laurance" "Unclassed" "X11" 111 "hills"
"Axel Laurance" "Unclassed" "X12" 0 "mount"
"Axel Laurance" "Unclassed" "X14" 8 "mount"
"Axel Laurance" "Unclassed" "X15" 120 "hills"
"Axel Laurance" "Unclassed" "X16" 0 "mount"
"Axel Laurance" "Unclassed" "X17" 0 "flat"
"Axel Laurance" "Unclassed" "X18" 0 "mount"
"Axel Laurance" "Unclassed" "X19" 8 "mount"
"Axel Laurance" "Unclassed" "X20" 0 "hills"
"Axel Laurance" "Unclassed" "X21" 4 "flat"
"Samuel Watson" "Unclassed" "X1" 71 "flat"
"Samuel Watson" "Unclassed" "X2" 0 "hills"
"Samuel Watson" "Unclassed" "X3" 0 "flat"
"Samuel Watson" "Unclassed" "X4" 0 "hills"
"Samuel Watson" "Unclassed" "X6" 0 "hills"
"Samuel Watson" "Unclassed" "X7" 0 "hills"
"Samuel Watson" "Unclassed" "X8" 25 "flat"
"Samuel Watson" "Unclassed" "X9" 0 "flat"
"Samuel Watson" "Unclassed" "X10" 4 "hills"
"Samuel Watson" "Unclassed" "X11" 0 "hills"
"Samuel Watson" "Unclassed" "X12" 0 "mount"
"Samuel Watson" "Unclassed" "X14" 8 "mount"
"Samuel Watson" "Unclassed" "X15" 0 "hills"
"Samuel Watson" "Unclassed" "X16" 0 "mount"
"Samuel Watson" "Unclassed" "X17" 0 "flat"
"Samuel Watson" "Unclassed" "X18" 0 "mount"
"Samuel Watson" "Unclassed" "X19" 8 "mount"
"Samuel Watson" "Unclassed" "X20" 0 "hills"
"Samuel Watson" "Unclassed" "X21" 0 "flat"
