"all_riders" "rider_class" "stage" "points" "stage_class"
"Mike Teunissen" "Unclassed" "X12" 0 "mount"
"Mike Teunissen" "Unclassed" "X14" 0 "mount"
"Mike Teunissen" "Unclassed" "X15" 0 "hills"
"Mike Teunissen" "Unclassed" "X16" 0 "mount"
"Mike Teunissen" "Unclassed" "X17" 25 "flat"
"Mike Teunissen" "Unclassed" "X18" 0 "mount"
"Mike Teunissen" "Unclassed" "X19" 0 "mount"
"Mike Teunissen" "Unclassed" "X20" 30 "hills"
"Mike Teunissen" "Unclassed" "X21" 74 "flat"
"Simone Velasco" "Unclassed" "X1" 0 "flat"
"Simone Velasco" "Unclassed" "X2" 70 "hills"
"Simone Velasco" "Unclassed" "X3" 0 "flat"
"Simone Velasco" "Unclassed" "X4" 0 "hills"
"Simone Velasco" "Unclassed" "X6" 0 "hills"
"Simone Velasco" "Unclassed" "X7" 0 "hills"
"Simone Velasco" "Unclassed" "X8" 0 "flat"
"Simone Velasco" "Unclassed" "X9" 0 "flat"
"Simone Velasco" "Unclassed" "X10" 0 "hills"
"Simone Velasco" "Unclassed" "X11" 25 "hills"
"Simone Velasco" "Unclassed" "X12" 6 "mount"
"Simone Velasco" "Unclassed" "X14" 0 "mount"
"Simone Velasco" "Unclassed" "X15" 0 "hills"
"Simone Velasco" "Unclassed" "X16" 16 "mount"
"Simone Velasco" "Unclassed" "X17" 0 "flat"
"Simone Velasco" "Unclassed" "X18" 0 "mount"
"Simone Velasco" "Unclassed" "X19" 0 "mount"
"Simone Velasco" "Unclassed" "X20" 180 "hills"
"Simone Velasco" "Unclassed" "X21" 4 "flat"
"Silvan Dillier" "Unclassed" "X1" 18 "flat"
"Silvan Dillier" "Unclassed" "X2" 18 "hills"
"Silvan Dillier" "Unclassed" "X3" 10 "flat"
"Silvan Dillier" "Unclassed" "X4" 12 "hills"
"Silvan Dillier" "Unclassed" "X6" 8 "hills"
"Silvan Dillier" "Unclassed" "X7" 0 "hills"
"Silvan Dillier" "Unclassed" "X8" 2 "flat"
"Silvan Dillier" "Unclassed" "X9" 0 "flat"
"Silvan Dillier" "Unclassed" "X10" 0 "hills"
"Silvan Dillier" "Unclassed" "X11" 2 "hills"
"Silvan Dillier" "Unclassed" "X12" 0 "mount"
"Silvan Dillier" "Unclassed" "X14" 0 "mount"
"Silvan Dillier" "Unclassed" "X15" 0 "hills"
"Silvan Dillier" "Unclassed" "X16" 0 "mount"
"Silvan Dillier" "Unclassed" "X17" 0 "flat"
"Silvan Dillier" "Unclassed" "X18" 0 "mount"
"Silvan Dillier" "Unclassed" "X19" 0 "mount"
"Silvan Dillier" "Unclassed" "X20" 8 "hills"
"Silvan Dillier" "Unclassed" "X21" 0 "flat"
"Jonas Rickaert" "Unclassed" "X1" 18 "flat"
"Jonas Rickaert" "Unclassed" "X2" 18 "hills"
"Jonas Rickaert" "Unclassed" "X3" 10 "flat"
"Jonas Rickaert" "Unclassed" "X4" 12 "hills"
"Jonas Rickaert" "Unclassed" "X6" 8 "hills"
"Jonas Rickaert" "Unclassed" "X7" 0 "hills"
"Jonas Rickaert" "Unclassed" "X8" 2 "flat"
"Jonas Rickaert" "Unclassed" "X9" 36 "flat"
"Jonas Rickaert" "Unclassed" "X10" 0 "hills"
"Jonas Rickaert" "Unclassed" "X11" 2 "hills"
"Jonas Rickaert" "Unclassed" "X12" 0 "mount"
"Jonas Rickaert" "Unclassed" "X14" 0 "mount"
"Jonas Rickaert" "Unclassed" "X15" 0 "hills"
"Jonas Rickaert" "Unclassed" "X16" 0 "mount"
"Jonas Rickaert" "Unclassed" "X17" 0 "flat"
"Jonas Rickaert" "Unclassed" "X18" 0 "mount"
"Jonas Rickaert" "Unclassed" "X19" 0 "mount"
"Jonas Rickaert" "Unclassed" "X20" 8 "hills"
"Jonas Rickaert" "Unclassed" "X21" 0 "flat"
"Mathis Le Berre" "Unclassed" "X1" 0 "flat"
"Mathis Le Berre" "Unclassed" "X2" 0 "hills"
"Mathis Le Berre" "Unclassed" "X3" 0 "flat"
"Mathis Le Berre" "Unclassed" "X4" 0 "hills"
"Mathis Le Berre" "Unclassed" "X6" 0 "hills"
"Mathis Le Berre" "Unclassed" "X7" 2 "hills"
"Mathis Le Berre" "Unclassed" "X8" 2 "flat"
"Mathis Le Berre" "Unclassed" "X9" 2 "flat"
"Mathis Le Berre" "Unclassed" "X10" 0 "hills"
"Mathis Le Berre" "Unclassed" "X11" 0 "hills"
"Mathis Le Berre" "Unclassed" "X12" 2 "mount"
"Mathis Le Berre" "Unclassed" "X14" 0 "mount"
"Mathis Le Berre" "Unclassed" "X15" 0 "hills"
"Mathis Le Berre" "Unclassed" "X16" 0 "mount"
"Mathis Le Berre" "Unclassed" "X17" 0 "flat"
"Mathis Le Berre" "Unclassed" "X18" 0 "mount"
"Mathis Le Berre" "Unclassed" "X19" 0 "mount"
"Mathis Le Berre" "Unclassed" "X20" 4 "hills"
"Mathis Le Berre" "Unclassed" "X21" 0 "flat"
"Kamil Gradek" "Unclassed" "X1" 0 "flat"
"Kamil Gradek" "Unclassed" "X2" 0 "hills"
"Kamil Gradek" "Unclassed" "X3" 2 "flat"
"Kamil Gradek" "Unclassed" "X4" 0 "hills"
"Kamil Gradek" "Unclassed" "X6" 0 "hills"
"Kamil Gradek" "Unclassed" "X7" 0 "hills"
"Kamil Gradek" "Unclassed" "X8" 0 "flat"
"Kamil Gradek" "Unclassed" "X9" 0 "flat"
"Kamil Gradek" "Unclassed" "X10" 0 "hills"
"Kamil Gradek" "Unclassed" "X11" 0 "hills"
"Kamil Gradek" "Unclassed" "X12" 0 "mount"
"Kamil Gradek" "Unclassed" "X14" 0 "mount"
"Kamil Gradek" "Unclassed" "X15" 0 "hills"
"Kamil Gradek" "Unclassed" "X16" 2 "mount"
"Kamil Gradek" "Unclassed" "X17" 0 "flat"
"Kamil Gradek" "Unclassed" "X18" 0 "mount"
"Kamil Gradek" "Unclassed" "X19" 0 "mount"
"Kamil Gradek" "Unclassed" "X20" 0 "hills"
"Kamil Gradek" "Unclassed" "X21" 2 "flat"
"Robert Stannard" "Unclassed" "X1" 0 "flat"
"Robert Stannard" "Unclassed" "X2" 0 "hills"
"Robert Stannard" "Unclassed" "X3" 2 "flat"
"Robert Stannard" "Unclassed" "X4" 0 "hills"
"Robert Stannard" "Unclassed" "X6" 0 "hills"
"Robert Stannard" "Unclassed" "X7" 0 "hills"
"Robert Stannard" "Unclassed" "X8" 0 "flat"
"Robert Stannard" "Unclassed" "X9" 0 "flat"
"Robert Stannard" "Unclassed" "X10" 0 "hills"
"Robert Stannard" "Unclassed" "X11" 0 "hills"
"Robert Stannard" "Unclassed" "X12" 0 "mount"
"Robert Stannard" "Unclassed" "X14" 0 "mount"
"Robert Stannard" "Unclassed" "X15" 0 "hills"
"Robert Stannard" "Unclassed" "X16" 2 "mount"
"Robert Stannard" "Unclassed" "X17" 0 "flat"
"Robert Stannard" "Unclassed" "X18" 0 "mount"
"Robert Stannard" "Unclassed" "X19" 0 "mount"
"Robert Stannard" "Unclassed" "X20" 0 "hills"
"Robert Stannard" "Unclassed" "X21" 2 "flat"
"Damien Touzé" "Unclassed" "X1" 20 "flat"
"Damien Touzé" "Unclassed" "X2" 0 "hills"
"Damien Touzé" "Unclassed" "X3" 25 "flat"
"Damien Touzé" "Unclassed" "X4" 0 "hills"
"Damien Touzé" "Unclassed" "X6" 0 "hills"
"Damien Touzé" "Unclassed" "X7" 0 "hills"
"Damien Touzé" "Unclassed" "X8" 0 "flat"
"Damien Touzé" "Unclassed" "X9" 0 "flat"
"Damien Touzé" "Unclassed" "X10" 0 "hills"
"Damien Touzé" "Unclassed" "X11" 0 "hills"
"Damien Touzé" "Unclassed" "X12" 0 "mount"
"Damien Touzé" "Unclassed" "X14" 0 "mount"
"Damien Touzé" "Unclassed" "X15" 0 "hills"
"Damien Touzé" "Unclassed" "X16" 0 "mount"
"Damien Touzé" "Unclassed" "X17" 0 "flat"
"Damien Touzé" "Unclassed" "X18" 0 "mount"
"Damien Touzé" "Unclassed" "X19" 0 "mount"
"Damien Touzé" "Unclassed" "X20" 0 "hills"
"Damien Touzé" "Unclassed" "X21" 0 "flat"
"Oliver Naesen" "Unclassed" "X1" 0 "flat"
"Oliver Naesen" "Unclassed" "X2" 0 "hills"
"Oliver Naesen" "Unclassed" "X3" 0 "flat"
"Oliver Naesen" "Unclassed" "X4" 0 "hills"
"Oliver Naesen" "Unclassed" "X6" 0 "hills"
"Oliver Naesen" "Unclassed" "X7" 0 "hills"
"Oliver Naesen" "Unclassed" "X8" 0 "flat"
"Oliver Naesen" "Unclassed" "X9" 0 "flat"
"Oliver Naesen" "Unclassed" "X10" 2 "hills"
"Oliver Naesen" "Unclassed" "X11" 0 "hills"
"Oliver Naesen" "Unclassed" "X12" 0 "mount"
"Oliver Naesen" "Unclassed" "X14" 2 "mount"
"Oliver Naesen" "Unclassed" "X15" 0 "hills"
"Oliver Naesen" "Unclassed" "X16" 0 "mount"
"Oliver Naesen" "Unclassed" "X17" 0 "flat"
"Oliver Naesen" "Unclassed" "X18" 0 "mount"
"Oliver Naesen" "Unclassed" "X19" 0 "mount"
"Oliver Naesen" "Unclassed" "X20" 0 "hills"
"Oliver Naesen" "Unclassed" "X21" 0 "flat"
"Callum Scotson" "Unclassed" "X1" 0 "flat"
"Callum Scotson" "Unclassed" "X2" 0 "hills"
"Callum Scotson" "Unclassed" "X3" 0 "flat"
"Callum Scotson" "Unclassed" "X4" 0 "hills"
"Callum Scotson" "Unclassed" "X6" 0 "hills"
"Callum Scotson" "Unclassed" "X7" 0 "hills"
"Callum Scotson" "Unclassed" "X8" 0 "flat"
"Callum Scotson" "Unclassed" "X9" 0 "flat"
"Callum Scotson" "Unclassed" "X10" 2 "hills"
"Callum Scotson" "Unclassed" "X11" 0 "hills"
"Callum Scotson" "Unclassed" "X12" 0 "mount"
"Callum Scotson" "Unclassed" "X14" 10 "mount"
"Callum Scotson" "Unclassed" "X15" 0 "hills"
"Callum Scotson" "Unclassed" "X16" 0 "mount"
"Callum Scotson" "Unclassed" "X17" 0 "flat"
"Callum Scotson" "Unclassed" "X18" 0 "mount"
"Callum Scotson" "Unclassed" "X19" 0 "mount"
"Callum Scotson" "Unclassed" "X20" 0 "hills"
"Callum Scotson" "Unclassed" "X21" 0 "flat"
"Harry Sweeny" "Unclassed" "X1" 37 "flat"
"Harry Sweeny" "Unclassed" "X2" 0 "hills"
"Harry Sweeny" "Unclassed" "X3" 0 "flat"
"Harry Sweeny" "Unclassed" "X4" 0 "hills"
"Harry Sweeny" "Unclassed" "X6" 8 "hills"
"Harry Sweeny" "Unclassed" "X7" 0 "hills"
"Harry Sweeny" "Unclassed" "X8" 0 "flat"
"Harry Sweeny" "Unclassed" "X9" 0 "flat"
"Harry Sweeny" "Unclassed" "X10" 42 "hills"
"Harry Sweeny" "Unclassed" "X11" 8 "hills"
"Harry Sweeny" "Unclassed" "X12" 0 "mount"
"Harry Sweeny" "Unclassed" "X14" 0 "mount"
"Harry Sweeny" "Unclassed" "X15" 0 "hills"
"Harry Sweeny" "Unclassed" "X16" 4 "mount"
"Harry Sweeny" "Unclassed" "X17" 0 "flat"
"Harry Sweeny" "Unclassed" "X18" 0 "mount"
"Harry Sweeny" "Unclassed" "X19" 0 "mount"
"Harry Sweeny" "Unclassed" "X20" 85 "hills"
"Harry Sweeny" "Unclassed" "X21" 0 "flat"
"Cyril Barthe" "Unclassed" "X1" 4 "flat"
"Cyril Barthe" "Unclassed" "X2" 8 "hills"
"Cyril Barthe" "Unclassed" "X3" 8 "flat"
"Cyril Barthe" "Unclassed" "X4" 4 "hills"
"Cyril Barthe" "Unclassed" "X6" 2 "hills"
"Cyril Barthe" "Unclassed" "X7" 2 "hills"
"Cyril Barthe" "Unclassed" "X8" 2 "flat"
"Cyril Barthe" "Unclassed" "X9" 2 "flat"
"Cyril Barthe" "Unclassed" "X10" 0 "hills"
"Cyril Barthe" "Unclassed" "X11" 2 "hills"
"Cyril Barthe" "Unclassed" "X12" 0 "mount"
"Cyril Barthe" "Unclassed" "X14" 0 "mount"
"Cyril Barthe" "Unclassed" "X15" 0 "hills"
"Cyril Barthe" "Unclassed" "X16" 0 "mount"
"Cyril Barthe" "Unclassed" "X17" 0 "flat"
"Cyril Barthe" "Unclassed" "X18" 0 "mount"
"Cyril Barthe" "Unclassed" "X19" 0 "mount"
"Cyril Barthe" "Unclassed" "X20" 0 "hills"
"Cyril Barthe" "Unclassed" "X21" 0 "flat"
"Clément Russo" "Unclassed" "X1" 129 "flat"
"Clément Russo" "Unclassed" "X2" 8 "hills"
"Clément Russo" "Unclassed" "X3" 12 "flat"
"Clément Russo" "Unclassed" "X4" 4 "hills"
"Clément Russo" "Unclassed" "X6" 2 "hills"
"Clément Russo" "Unclassed" "X7" 2 "hills"
"Clément Russo" "Unclassed" "X8" 2 "flat"
"Clément Russo" "Unclassed" "X9" 2 "flat"
"Clément Russo" "Unclassed" "X10" 0 "hills"
"Clément Russo" "Unclassed" "X11" 2 "hills"
"Clément Russo" "Unclassed" "X12" 0 "mount"
"Clément Russo" "Unclassed" "X14" 0 "mount"
"Clément Russo" "Unclassed" "X15" 0 "hills"
"Clément Russo" "Unclassed" "X16" 0 "mount"
"Clément Russo" "Unclassed" "X17" 70 "flat"
"Clément Russo" "Unclassed" "X18" 0 "mount"
"Clément Russo" "Unclassed" "X19" 0 "mount"
"Clément Russo" "Unclassed" "X20" 0 "hills"
"Clément Russo" "Unclassed" "X21" 12 "flat"
"Connor Swift" "Unclassed" "X1" 0 "flat"
"Connor Swift" "Unclassed" "X2" 0 "hills"
"Connor Swift" "Unclassed" "X3" 0 "flat"
"Connor Swift" "Unclassed" "X4" 0 "hills"
"Connor Swift" "Unclassed" "X6" 0 "hills"
"Connor Swift" "Unclassed" "X7" 0 "hills"
"Connor Swift" "Unclassed" "X8" 0 "flat"
"Connor Swift" "Unclassed" "X9" 0 "flat"
"Connor Swift" "Unclassed" "X10" 4 "hills"
"Connor Swift" "Unclassed" "X11" 0 "hills"
"Connor Swift" "Unclassed" "X12" 0 "mount"
"Connor Swift" "Unclassed" "X14" 8 "mount"
"Connor Swift" "Unclassed" "X15" 0 "hills"
"Connor Swift" "Unclassed" "X16" 0 "mount"
"Connor Swift" "Unclassed" "X17" 0 "flat"
"Connor Swift" "Unclassed" "X18" 0 "mount"
"Connor Swift" "Unclassed" "X19" 8 "mount"
"Connor Swift" "Unclassed" "X20" 0 "hills"
"Connor Swift" "Unclassed" "X21" 0 "flat"
"Roel Van Sintmaartensdijk" "Unclassed" "X1" 8 "flat"
"Roel Van Sintmaartensdijk" "Unclassed" "X2" 0 "hills"
"Roel Van Sintmaartensdijk" "Unclassed" "X3" 0 "flat"
"Roel Van Sintmaartensdijk" "Unclassed" "X4" 0 "hills"
"Roel Van Sintmaartensdijk" "Unclassed" "X6" 0 "hills"
"Roel Van Sintmaartensdijk" "Unclassed" "X7" 0 "hills"
"Roel Van Sintmaartensdijk" "Unclassed" "X8" 2 "flat"
"Roel Van Sintmaartensdijk" "Unclassed" "X9" 0 "flat"
"Roel Van Sintmaartensdijk" "Unclassed" "X10" 0 "hills"
"Roel Van Sintmaartensdijk" "Unclassed" "X11" 0 "hills"
"Roel Van Sintmaartensdijk" "Unclassed" "X12" 0 "mount"
"Roel Van Sintmaartensdijk" "Unclassed" "X14" 0 "mount"
"Roel Van Sintmaartensdijk" "Unclassed" "X15" 0 "hills"
"Roel Van Sintmaartensdijk" "Unclassed" "X16" 0 "mount"
"Roel Van Sintmaartensdijk" "Unclassed" "X17" 0 "flat"
"Roel Van Sintmaartensdijk" "Unclassed" "X18" 0 "mount"
"Roel Van Sintmaartensdijk" "Unclassed" "X19" 0 "mount"
"Roel Van Sintmaartensdijk" "Unclassed" "X20" 0 "hills"
"Roel Van Sintmaartensdijk" "Unclassed" "X21" 0 "flat"
"Guillaume Boivin" "Unclassed" "X1" 0 "flat"
"Guillaume Boivin" "Unclassed" "X2" 0 "hills"
"Guillaume Boivin" "Unclassed" "X3" 0 "flat"
"Guillaume Boivin" "Unclassed" "X4" 0 "hills"
"Guillaume Boivin" "Unclassed" "X6" 0 "hills"
"Guillaume Boivin" "Unclassed" "X7" 0 "hills"
"Guillaume Boivin" "Unclassed" "X8" 0 "flat"
"Guillaume Boivin" "Unclassed" "X9" 0 "flat"
"Guillaume Boivin" "Unclassed" "X10" 0 "hills"
"Guillaume Boivin" "Unclassed" "X11" 0 "hills"
"Guillaume Boivin" "Unclassed" "X12" 0 "mount"
"Guillaume Boivin" "Unclassed" "X14" 0 "mount"
"Guillaume Boivin" "Unclassed" "X15" 0 "hills"
"Guillaume Boivin" "Unclassed" "X16" 0 "mount"
"Guillaume Boivin" "Unclassed" "X17" 0 "flat"
"Guillaume Boivin" "Unclassed" "X18" 0 "mount"
"Guillaume Boivin" "Unclassed" "X19" 0 "mount"
"Guillaume Boivin" "Unclassed" "X20" 0 "hills"
"Guillaume Boivin" "Unclassed" "X21" 0 "flat"
"Matis Louvel" "Unclassed" "X1" 0 "flat"
"Matis Louvel" "Unclassed" "X2" 0 "hills"
"Matis Louvel" "Unclassed" "X3" 0 "flat"
"Matis Louvel" "Unclassed" "X4" 0 "hills"
"Matis Louvel" "Unclassed" "X6" 0 "hills"
"Matis Louvel" "Unclassed" "X7" 0 "hills"
"Matis Louvel" "Unclassed" "X8" 0 "flat"
"Matis Louvel" "Unclassed" "X9" 0 "flat"
"Matis Louvel" "Unclassed" "X10" 0 "hills"
"Matis Louvel" "Unclassed" "X11" 0 "hills"
"Matis Louvel" "Unclassed" "X12" 0 "mount"
"Matis Louvel" "Unclassed" "X14" 2 "mount"
"Matis Louvel" "Unclassed" "X15" 0 "hills"
"Matis Louvel" "Unclassed" "X16" 0 "mount"
"Matis Louvel" "Unclassed" "X17" 0 "flat"
"Matis Louvel" "Unclassed" "X18" 0 "mount"
"Matis Louvel" "Unclassed" "X19" 0 "mount"
"Matis Louvel" "Unclassed" "X20" 0 "hills"
"Matis Louvel" "Unclassed" "X21" 0 "flat"
"Edward Theuns" "Unclassed" "X1" 0 "flat"
"Edward Theuns" "Unclassed" "X2" 0 "hills"
"Edward Theuns" "Unclassed" "X3" 4 "flat"
"Edward Theuns" "Unclassed" "X4" 0 "hills"
"Edward Theuns" "Unclassed" "X6" 4 "hills"
"Edward Theuns" "Unclassed" "X7" 0 "hills"
"Edward Theuns" "Unclassed" "X8" 8 "flat"
"Edward Theuns" "Unclassed" "X9" 4 "flat"
"Edward Theuns" "Unclassed" "X10" 0 "hills"
"Edward Theuns" "Unclassed" "X11" 0 "hills"
"Edward Theuns" "Unclassed" "X12" 4 "mount"
"Edward Theuns" "Unclassed" "X14" 0 "mount"
"Edward Theuns" "Unclassed" "X15" 0 "hills"
"Edward Theuns" "Unclassed" "X16" 0 "mount"
"Edward Theuns" "Unclassed" "X17" 8 "flat"
"Edward Theuns" "Unclassed" "X18" 4 "mount"
"Edward Theuns" "Unclassed" "X19" 2 "mount"
"Edward Theuns" "Unclassed" "X20" 0 "hills"
"Edward Theuns" "Unclassed" "X21" 0 "flat"
"Jasper De Buyst" "Unclassed" "X1" 0 "flat"
"Jasper De Buyst" "Unclassed" "X2" 0 "hills"
"Jasper De Buyst" "Unclassed" "X3" 0 "flat"
"Jasper De Buyst" "Unclassed" "X4" 0 "hills"
"Jasper De Buyst" "Unclassed" "X6" 0 "hills"
"Jasper De Buyst" "Unclassed" "X7" 0 "hills"
"Jasper De Buyst" "Unclassed" "X8" 0 "flat"
"Jasper De Buyst" "Unclassed" "X9" 0 "flat"
"Jasper De Buyst" "Unclassed" "X10" 0 "hills"
"Jasper De Buyst" "Unclassed" "X11" 0 "hills"
"Jasper De Buyst" "Unclassed" "X12" 0 "mount"
"Jasper De Buyst" "Unclassed" "X14" 0 "mount"
"Jasper De Buyst" "Unclassed" "X15" 0 "hills"
"Jasper De Buyst" "Unclassed" "X16" 0 "mount"
"Jasper De Buyst" "Unclassed" "X17" 0 "flat"
"Jasper De Buyst" "Unclassed" "X18" 0 "mount"
"Jasper De Buyst" "Unclassed" "X19" 0 "mount"
"Jasper De Buyst" "Unclassed" "X20" 0 "hills"
"Jasper De Buyst" "Unclassed" "X21" 0 "flat"
"Jarrad Drizners" "Unclassed" "X1" 0 "flat"
"Jarrad Drizners" "Unclassed" "X2" 0 "hills"
"Jarrad Drizners" "Unclassed" "X3" 0 "flat"
"Jarrad Drizners" "Unclassed" "X4" 1 "hills"
"Jarrad Drizners" "Unclassed" "X6" 0 "hills"
"Jarrad Drizners" "Unclassed" "X7" 0 "hills"
"Jarrad Drizners" "Unclassed" "X8" 0 "flat"
"Jarrad Drizners" "Unclassed" "X9" 2 "flat"
"Jarrad Drizners" "Unclassed" "X10" 0 "hills"
"Jarrad Drizners" "Unclassed" "X11" 0 "hills"
"Jarrad Drizners" "Unclassed" "X12" 0 "mount"
"Jarrad Drizners" "Unclassed" "X14" 0 "mount"
"Jarrad Drizners" "Unclassed" "X15" 3 "hills"
"Jarrad Drizners" "Unclassed" "X16" 2 "mount"
"Jarrad Drizners" "Unclassed" "X17" 35 "flat"
"Jarrad Drizners" "Unclassed" "X18" 0 "mount"
"Jarrad Drizners" "Unclassed" "X19" 0 "mount"
"Jarrad Drizners" "Unclassed" "X20" 0 "hills"
"Jarrad Drizners" "Unclassed" "X21" 0 "flat"
"Sébastien Grignard" "Unclassed" "X1" 0 "flat"
"Sébastien Grignard" "Unclassed" "X2" 0 "hills"
"Sébastien Grignard" "Unclassed" "X3" 0 "flat"
"Sébastien Grignard" "Unclassed" "X4" 0 "hills"
"Sébastien Grignard" "Unclassed" "X6" 0 "hills"
"Sébastien Grignard" "Unclassed" "X7" 0 "hills"
"Sébastien Grignard" "Unclassed" "X8" 0 "flat"
"Sébastien Grignard" "Unclassed" "X9" 2 "flat"
"Sébastien Grignard" "Unclassed" "X10" 0 "hills"
"Sébastien Grignard" "Unclassed" "X11" 0 "hills"
"Sébastien Grignard" "Unclassed" "X12" 0 "mount"
"Sébastien Grignard" "Unclassed" "X14" 0 "mount"
"Sébastien Grignard" "Unclassed" "X15" 0 "hills"
"Sébastien Grignard" "Unclassed" "X16" 0 "mount"
"Sébastien Grignard" "Unclassed" "X17" 0 "flat"
"Sébastien Grignard" "Unclassed" "X18" 0 "mount"
"Sébastien Grignard" "Unclassed" "X19" 0 "mount"
"Sébastien Grignard" "Unclassed" "X20" 0 "hills"
"Sébastien Grignard" "Unclassed" "X21" 0 "flat"
"Eduardo Sepúlveda" "Unclassed" "X1" 0 "flat"
"Eduardo Sepúlveda" "Unclassed" "X2" 0 "hills"
"Eduardo Sepúlveda" "Unclassed" "X3" 0 "flat"
"Eduardo Sepúlveda" "Unclassed" "X4" 0 "hills"
"Eduardo Sepúlveda" "Unclassed" "X6" 0 "hills"
"Eduardo Sepúlveda" "Unclassed" "X7" 0 "hills"
"Eduardo Sepúlveda" "Unclassed" "X8" 0 "flat"
"Eduardo Sepúlveda" "Unclassed" "X9" 2 "flat"
"Eduardo Sepúlveda" "Unclassed" "X10" 0 "hills"
"Eduardo Sepúlveda" "Unclassed" "X11" 0 "hills"
"Eduardo Sepúlveda" "Unclassed" "X12" 0 "mount"
"Eduardo Sepúlveda" "Unclassed" "X14" 0 "mount"
"Eduardo Sepúlveda" "Unclassed" "X15" 0 "hills"
"Eduardo Sepúlveda" "Unclassed" "X16" 0 "mount"
"Eduardo Sepúlveda" "Unclassed" "X17" 0 "flat"
"Eduardo Sepúlveda" "Unclassed" "X18" 0 "mount"
"Eduardo Sepúlveda" "Unclassed" "X19" 0 "mount"
"Eduardo Sepúlveda" "Unclassed" "X20" 0 "hills"
"Eduardo Sepúlveda" "Unclassed" "X21" 0 "flat"
"Gianni Moscon" "Unclassed" "X1" 0 "flat"
"Gianni Moscon" "Unclassed" "X2" 0 "hills"
"Gianni Moscon" "Unclassed" "X3" 0 "flat"
"Gianni Moscon" "Unclassed" "X4" 0 "hills"
"Gianni Moscon" "Unclassed" "X6" 0 "hills"
"Gianni Moscon" "Unclassed" "X7" 0 "hills"
"Gianni Moscon" "Unclassed" "X8" 0 "flat"
"Gianni Moscon" "Unclassed" "X9" 0 "flat"
"Gianni Moscon" "Unclassed" "X10" 0 "hills"
"Gianni Moscon" "Unclassed" "X11" 0 "hills"
"Gianni Moscon" "Unclassed" "X12" 2 "mount"
"Gianni Moscon" "Unclassed" "X14" 2 "mount"
"Gianni Moscon" "Unclassed" "X15" 4 "hills"
"Gianni Moscon" "Unclassed" "X16" 4 "mount"
"Gianni Moscon" "Unclassed" "X17" 8 "flat"
"Gianni Moscon" "Unclassed" "X18" 4 "mount"
"Gianni Moscon" "Unclassed" "X19" 4 "mount"
"Gianni Moscon" "Unclassed" "X20" 4 "hills"
"Gianni Moscon" "Unclassed" "X21" 4 "flat"
"Mick Van Dijke" "Unclassed" "X1" 0 "flat"
"Mick Van Dijke" "Unclassed" "X2" 0 "hills"
"Mick Van Dijke" "Unclassed" "X3" 0 "flat"
"Mick Van Dijke" "Unclassed" "X4" 0 "hills"
"Mick Van Dijke" "Unclassed" "X6" 0 "hills"
"Mick Van Dijke" "Unclassed" "X7" 0 "hills"
"Mick Van Dijke" "Unclassed" "X8" 0 "flat"
"Mick Van Dijke" "Unclassed" "X9" 0 "flat"
"Mick Van Dijke" "Unclassed" "X10" 0 "hills"
"Mick Van Dijke" "Unclassed" "X11" 0 "hills"
"Mick Van Dijke" "Unclassed" "X12" 2 "mount"
"Mick Van Dijke" "Unclassed" "X14" 2 "mount"
"Mick Van Dijke" "Unclassed" "X15" 4 "hills"
"Mick Van Dijke" "Unclassed" "X16" 4 "mount"
"Mick Van Dijke" "Unclassed" "X17" 16 "flat"
"Mick Van Dijke" "Unclassed" "X18" 4 "mount"
"Mick Van Dijke" "Unclassed" "X19" 4 "mount"
"Mick Van Dijke" "Unclassed" "X20" 4 "hills"
"Mick Van Dijke" "Unclassed" "X21" 4 "flat"
"Pascal Eenkhoorn" "Unclassed" "X1" 0 "flat"
"Pascal Eenkhoorn" "Unclassed" "X2" 0 "hills"
"Pascal Eenkhoorn" "Unclassed" "X3" 8 "flat"
"Pascal Eenkhoorn" "Unclassed" "X4" 0 "hills"
"Pascal Eenkhoorn" "Unclassed" "X6" 2 "hills"
"Pascal Eenkhoorn" "Unclassed" "X7" 4 "hills"
"Pascal Eenkhoorn" "Unclassed" "X8" 4 "flat"
"Pascal Eenkhoorn" "Unclassed" "X9" 12 "flat"
"Pascal Eenkhoorn" "Unclassed" "X10" 2 "hills"
"Pascal Eenkhoorn" "Unclassed" "X11" 2 "hills"
"Pascal Eenkhoorn" "Unclassed" "X12" 2 "mount"
"Pascal Eenkhoorn" "Unclassed" "X14" 0 "mount"
"Pascal Eenkhoorn" "Unclassed" "X15" 47 "hills"
"Pascal Eenkhoorn" "Unclassed" "X16" 11 "mount"
"Pascal Eenkhoorn" "Unclassed" "X17" 0 "flat"
"Pascal Eenkhoorn" "Unclassed" "X18" 0 "mount"
"Pascal Eenkhoorn" "Unclassed" "X19" 0 "mount"
"Pascal Eenkhoorn" "Unclassed" "X20" 196 "hills"
"Pascal Eenkhoorn" "Unclassed" "X21" 0 "flat"
"Bert Van Lerberghe" "Unclassed" "X1" 0 "flat"
"Bert Van Lerberghe" "Unclassed" "X2" 0 "hills"
"Bert Van Lerberghe" "Unclassed" "X3" 8 "flat"
"Bert Van Lerberghe" "Unclassed" "X4" 0 "hills"
"Bert Van Lerberghe" "Unclassed" "X6" 2 "hills"
"Bert Van Lerberghe" "Unclassed" "X7" 4 "hills"
"Bert Van Lerberghe" "Unclassed" "X8" 4 "flat"
"Bert Van Lerberghe" "Unclassed" "X9" 12 "flat"
